TimeStamp,RAW-ENG,MIN-ENG,MAX-ENG,RAW-VAL,MIN-VAL,MAX-VAL,RAW-MED,MIN-MED,MAX-MED,RAW-FRU,MIN-FRU,MAX-FRU,RAW-FOC,MIN-FOC,MAX-FOC,RAW-EXC,MIN-EXC,MAX-EXC,MarkerRange,MarkerType,MarkerTitle
1472085665.330,-4.384936,-4.639766,1.271492,5.915472,4.256656,6.267315,0.451113,-2.045987,0.576381,-2.169388,-4.197558,-1.957477,3.360343,2.842604,3.693762,0.684120,-0.585288,4.434523,0.0,0.0,0.0
1472085665.830,-1.731015,-2.389560,-1.716678,1.990851,1.636838,2.484847,1.711149,-0.324579,1.865964,-0.209080,-0.428857,1.354269,0.862371,0.673606,1.219792,5.517667,5.512423,5.610422,0.0,0.0,0.0
1472085666.330,-2.612885,-6.125176,-1.931131,-3.556068,-3.725729,-2.987623,-5.370469,-6.101100,-4.577046,5.859131,5.435358,6.874372,1.909077,1.596409,2.948066,-0.343641,-1.562120,-0.337926,0.0,0.0,0.0
1472085666.830,2.879088,2.603743,5.772529,2.930934,2.760423,4.952260,2.113862,-0.097778,5.581590,3.012300,2.105885,6.079611,0.924088,0.298762,2.421239,3.358395,2.841408,3.598054,0.0,0.0,0.0
1472085667.330,2.456292,1.083771,2.662930,3.072031,-0.588459,3.176051,2.875737,1.383467,2.965803,-1.727704,-2.021671,-0.631306,1.007042,-3.915832,2.762971,0.582037,-3.402054,2.869155,0.0,0.0,0.0
1472085667.830,-3.271624,-4.263953,-2.900862,1.346617,0.732136,2.320714,1.843120,1.439918,3.069296,-1.129463,-1.629938,-0.396390,-3.327445,-4.293153,-3.299404,4.778192,1.551896,5.327336,0.0,0.0,0.0
1472085668.330,-2.788397,-2.906228,-1.751248,-0.898188,-1.273330,-0.864599,-1.747346,-2.038147,-1.255416,2.993485,-1.768545,4.859999,-0.130376,-2.295418,0.585145,3.355732,2.864876,3.845243,0.0,0.0,0.0
1472085668.830,-0.450580,-0.468051,-0.448666,-1.543312,-1.833010,-1.404180,-4.523418,-4.577520,-3.940348,2.930870,1.720446,2.979333,-2.623632,-2.649105,-1.679068,-2.362126,-5.045556,-2.227658,0.0,0.0,0.0
1472085669.330,-2.338438,-2.512587,-1.306441,-6.405440,-7.375005,-6.280500,-1.541276,-2.380186,0.730761,-0.893827,-2.109601,-0.280781,0.683041,0.176950,0.786170,-4.546266,-4.622263,-2.682494,0.0,0.0,0.0
1472085669.830,-4.504947,-4.551276,-4.490977,2.886297,1.490896,3.197740,-2.891112,-3.192754,-2.645885,-2.353916,-3.290515,-2.193392,2.946193,2.887253,4.137471,2.861002,-1.431743,2.997969,0.0,0.0,0.0
1472085670.330,1.742914,0.917274,2.457099,-2.671540,-3.987814,-2.106526,0.964583,-0.310023,2.869147,3.697031,1.102291,4.937243,-2.417189,-3.174704,-1.469903,-5.046030,-5.567390,-4.907209,0.0,0.0,0.0
1472085670.830,0.631182,0.168018,1.241068,3.100861,2.108398,3.410695,0.523734,-1.124260,1.237927,-3.959196,-4.345107,-2.135382,1.269169,0.443491,2.724018,-0.087733,-1.248209,1.197787,0.0,0.0,0.0
1472085671.330,2.634557,2.623436,6.754901,3.992327,0.207314,5.830143,2.172081,0.991523,3.529754,0.693596,-0.377347,1.512427,0.746944,0.052788,2.989945,-3.240626,-4.906921,-2.338928,0.0,0.0,0.0
1472085671.830,-7.163559,-10.177996,-6.698572,-6.215981,-6.701702,-3.667105,1.993296,1.313996,2.870589,1.031011,-5.738089,3.255335,0.175608,-3.065541,0.924891,-0.801856,-1.074759,-0.062228,0.0,0.0,0.0
1472085672.330,2.442111,2.025671,2.713671,4.497108,4.488961,7.209475,2.522361,-0.104884,3.747634,-1.572232,-2.526247,-1.209550,4.808158,3.925540,6.474093,8.191224,7.938650,11.428230,0.0,0.0,0.0
1472085672.830,0.343607,0.065665,0.425068,5.698272,5.085308,6.010255,-3.449331,-5.837319,-3.133594,-1.585144,-2.283411,-1.459097,-5.944929,-6.134543,-5.919441,3.436860,2.585458,3.892343,0.0,0.0,0.0
1472085673.330,-3.685778,-4.328866,-3.137997,-0.038784,-5.581832,0.157170,-1.018326,-6.139221,-0.664237,-3.395471,-3.667777,-1.876089,-3.427743,-8.116706,-2.568703,1.744151,0.288227,2.854433,0.0,0.0,0.0
1472085673.830,1.222644,1.180124,1.658571,1.713278,1.667034,2.892126,1.919413,1.878101,2.275889,-1.749439,-1.772240,-0.852905,4.053044,3.337320,4.787586,0.157579,-0.631843,0.290204,0.0,0.0,0.0
1472085674.330,-4.534559,-6.622352,-1.345286,-4.768937,-5.330258,-3.720351,-0.492166,-0.672260,-0.032192,0.612875,-1.287446,3.080126,-2.090894,-2.405664,-2.008029,1.461859,1.058431,4.314339,0.0,0.0,0.0
1472085674.830,2.644245,2.534865,3.730341,1.585412,-0.873982,1.798683,2.772512,2.272639,4.188403,3.535414,3.018225,4.263436,0.351954,-0.076144,0.790531,0.639997,0.211782,2.542304,0.0,0.0,0.0
1472085675.330,-5.284223,-5.764246,-4.184281,-2.152672,-2.154138,-1.640317,-1.748063,-4.363531,-1.593269,-2.973523,-3.122420,-2.068991,2.035738,1.214792,3.338854,-1.619074,-2.726259,-0.685956,0.0,0.0,0.0
1472085675.830,0.347540,-0.505105,0.983500,0.291813,-0.095270,1.139687,-0.096880,-1.157800,0.423640,-1.333217,-2.619995,-1.296400,2.052125,2.000591,2.164213,-2.601393,-5.064605,-1.495736,0.0,0.0,0.0
1472085676.330,-1.460271,-1.868501,-0.189138,1.512749,-2.826111,2.149760,0.253541,-1.070887,0.303339,-2.509929,-3.225381,-2.502303,-2.063977,-3.617158,-1.480346,8.209130,8.029133,8.939231,0.0,0.0,0.0
1472085676.830,-3.195001,-3.363024,-2.766486,-4.573104,-4.854106,-4.346878,-0.615517,-0.736352,-0.451875,3.210469,2.280961,3.741961,-0.559186,-0.795784,-0.446930,-1.117644,-4.328191,-0.863411,0.0,0.0,0.0
1472085677.330,6.096069,5.734354,6.172613,3.243217,3.063390,3.614736,-1.263522,-1.318322,-0.494165,-3.002687,-4.431611,-2.314166,-0.957635,-1.151952,-0.761453,3.983948,3.067475,4.119133,0.0,0.0,0.0
